line	kind	requirement	status	valid	issue	evidence
171	requirement	Public LAFAN1 paper-architecture offline guidance eval	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/lafan1_paper_arch_guidance_eval/level_c_lafan1_paper_arch_guidance_eval.json` applies task-cost gradients to full-checkpoint predicted clean trajectories for joystick, waypoint, obstacle avoidance, inpainting, and composed objectives over 5 validation windows and 7 guidance scales, producing 175 rows. All five task best costs improve: mean cost deltas are joystick `0.00259857177734375`, waypoint `0.0004933252930641174`, obstacle avoidance `215.9341796875`, inpainting `2.0314473658800125e-08`, and composed objectives `215.9378173828125`. `/mnt/infini-data/test/BeyondMimic/res/guidance_task_coverage/guidance_task_coverage_audit.json` now maps Phase 8 with/without guidance, multiple guidance weights, and quantitative metrics for five tasks to `public_data_offline_guidance*` evidence, while success/failure videos remain blocked. This is offline trajectory guidance on public data, not a reverse-denoising controller, closed-loop rollout, TensorRT deployment, Fig. 5/Fig. 6 reproduction, or real robot test.
172	requirement	Public LAFAN1 paper-architecture symmetry-augmented offline guidance eval	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/lafan1_paper_arch_symmetry_augmented_guidance_eval/level_c_lafan1_paper_arch_guidance_eval.json` applies the same task-cost gradient sweep to the symmetry-augmented public-data checkpoint, using 5 validation windows, 5 tasks, and 7 guidance scales for 175 rows. All five task best costs improve: mean cost deltas are joystick `0.0023253679275512694`, waypoint `0.0006012916564941406`, obstacle avoidance `223.949267578125`, inpainting `1.6810372471809388e-08`, and composed objectives `223.9521728515625`. The audit records source checkpoint and symmetry offline-metrics linkage, finite rows, nonzero gradients, and NPZ/TSV outputs. This is a public-data offline guidance check for the candidate symmetry-augmented checkpoint, not reverse-denoising control, closed-loop Isaac/robot execution, TensorRT deployment, Fig. 5/Fig. 6 reproduction, or success/failure videos.
173	requirement	Public LAFAN1 paper-architecture symmetry-augmented full-split offline guidance eval	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/lafan1_paper_arch_symmetry_augmented_guidance_eval_full_split/level_c_lafan1_paper_arch_guidance_eval.json` reruns the task-cost gradient sweep on the symmetry-augmented public-data checkpoint over the complete validation and test splits: `660` validation windows plus `660` test windows, 5 guidance tasks, 7 guidance scales, and `46,200` finite rows. All five task best costs improve over the selected windows: mean cost deltas are joystick `0.002724877045010075`, waypoint `0.0017585598383889054`, obstacle avoidance `260.9501604484789`, inpainting `1.7876686108524374e-08`, and composed objectives `260.9557521935665`. This replaces the earlier 5-window symmetry guidance check as the broadest public-data offline guidance evidence, but remains offline trajectory guidance rather than reverse-denoising control, closed-loop Isaac/robot execution, TensorRT deployment, Fig. 5/Fig. 6 reproduction, or success/failure videos.
174	requirement	Public LAFAN1 paper-architecture reverse-denoising guidance audit	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/lafan1_paper_arch_reverse_guidance/level_c_lafan1_paper_arch_reverse_guidance_audit.json` runs the full public-data paper-sized diffusion checkpoint in a 20-step reverse-denoising loop and applies task-cost classifier guidance inside each denoising iteration. It evaluates joystick, waypoint, obstacle avoidance, inpainting, and composed objectives on 3 validation windows and 5 guidance scales from a noised-reference start, producing 75 rows plus NPZ trajectory artifacts. All 5 tasks have best-cost and primary-metric improvement across the tested windows: mean best cost deltas are joystick `0.05021985371907552`, waypoint `0.04964737594127655`, obstacle avoidance `69.1968994140625`, inpainting `4.8760053080817066e-05`, and composed objectives `69.28397623697917`. This is closer to the paper inference algorithm than one-shot offline guidance, but it still uses a candidate DDPM coefficient schedule because the paper bundle does not expose the official numeric schedule, and it is not closed-loop Isaac/robot execution, TensorRT/asynchronous deployment, or Fig. 5/Fig. 6 video reproduction.
175	requirement	Public LAFAN1 paper-architecture symmetry-augmented reverse-denoising guidance audit	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/lafan1_paper_arch_symmetry_augmented_reverse_guidance/level_c_lafan1_paper_arch_reverse_guidance_audit.json` runs the symmetry-augmented public-data paper-sized checkpoint in the same 20-step reverse-denoising guidance loop over 3 validation windows, 5 tasks, and 5 guidance scales, producing 75 rows plus NPZ trajectory artifacts. Four of five tasks have all-window best-cost improvement, and all five tasks have some primary-metric improvement. Mean best cost deltas are joystick `-0.00864475965499878`, waypoint `0.1277252435684204`, obstacle avoidance `37.433349609375`, inpainting `0.00015621788528126976`, and composed objectives `37.578653971354164`; the negative joystick delta is recorded rather than overclaimed. This is a public-data reverse-guidance audit for the candidate symmetry-augmented checkpoint with the same candidate DDPM schedule boundary, not closed-loop Isaac/robot execution, TensorRT/asynchronous deployment, Fig. 5/Fig. 6 video reproduction, or official coefficient-schedule evidence.
176	requirement	Public LAFAN1 paper-architecture symmetry-augmented full-split reverse-denoising guidance audit	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/lafan1_paper_arch_symmetry_augmented_reverse_guidance_full_split/level_c_lafan1_paper_arch_reverse_guidance_full_split_audit.json` runs the symmetry-augmented public-data paper-sized checkpoint in a batched 8-GPU 20-step reverse-denoising guidance loop over the complete validation and test splits: `660` validation windows plus `660` test windows, 5 tasks, 5 reverse guidance scales, and `33,000` finite rows. The run uses DataParallel over all 8 GPUs and records per-GPU memory at `17198`-`23765` MB after the reverse pass/reserve check, with real reverse-loop peak allocation `15399.4931640625`-`17707.97509765625` MB. The audit records the mixed guidance outcome rather than overclaiming: obstacle avoidance and composed objectives improve on all windows, waypoint and inpainting improve on most windows, joystick mean best cost delta is negative; overall `2/5` tasks have all-window best-cost improvement and `5/5` have some primary-metric improvement. This is the broadest local paper-formula reverse-guidance evaluation so far, but it remains offline state-latent trajectory evaluation with a candidate DDPM schedule, not closed-loop Isaac/robot execution, TensorRT/asynchronous deployment, Fig. 5/Fig. 6 video reproduction, or official coefficient-schedule evidence.
177	requirement	Public LAFAN1 paper-architecture full-split guidance result table	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/guidance_full_split_result_table/level_c_guidance_full_split_result_table.json` consolidates the full-split symmetry-augmented public-data guidance evidence into a paper-style table and cost-delta figure. It compares one-shot offline guidance (`46,200` source rows, 5 tasks x 7 scales x 1,320 windows) against batched reverse-denoising guidance (`33,000` source rows, 5 tasks x 5 scales x 1,320 windows) and writes TSV/CSV plus PDF/SVG/PNG outputs under `/mnt/infini-data/test/BeyondMimic/res/level_c/guidance_full_split_result_table`. Offline guidance records all five tasks with all-window best-cost improvement; reverse guidance records a mixed outcome with `2/5` all-window best-cost-improved tasks, mean positive best-cost delta fraction `0.885909090909091`, and joystick mean best-cost delta `-0.0008358747867698019`. This is a full-public-data paper-formula summary artifact, not closed-loop success/failure video evidence, Fig. 5/Fig. 6 reproduction, TensorRT deployment, or real robot execution.
178	requirement	Public LAFAN1 paper-architecture checkpoint guidance visualization	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/guidance_checkpoint_visualization/level_c_guidance_checkpoint_visualization.json` renders representative qualitative plots from the full-split checkpoint guidance artifacts. It uses validation window `1540`, projects tau tokens back to 99-D paper state via the training projection inverse, and writes clean / unguided / offline-guided / reverse-guided comparisons for joystick, waypoint, obstacle avoidance, inpainting, and composed objectives. The deliverables include 5 task PNG/SVG/PDF triplets plus `/mnt/infini-data/test/BeyondMimic/res/level_c/guidance_checkpoint_visualization/checkpoint_guidance_composed_preview.gif`, with `20` metric rows, `16` visual files, and source-row checks against the `46,200` offline-guidance rows and `33,000` reverse-guidance rows. This is a checkpoint-derived qualitative preview, not a closed-loop rollout video, Fig. 5/Fig. 6 reproduction, TensorRT deployment, or real robot result.
179	requirement	Resource-adjusted offline state-latent guidance evaluation	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/resource_adjusted_state_latent_guidance_eval/level_c_resource_adjusted_state_latent_guidance_eval.json` evaluates task-cost gradients over the locally trained resource-adjusted 192-D policy-observation plus VAE-latent denoiser outputs on `4096` validation and `4096` test windows. It writes `48` aggregate rows over velocity-command, latent-smoothness, latent-magnitude, and composed objectives across six scales; all four tasks have nonzero best guidance gradients and best-cost improvement on both splits. This connects the local teacher-rollout VAE -> state-latent dataset -> denoiser chain to offline guidance objectives, but it is not IsaacLab closed-loop control, official Fig. 5/Fig. 6 evidence, TensorRT/asynchronous deployment, or paper-level guidance reproduction.
180	requirement	Resource-adjusted tiny diffusion suite	complete	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/resource_adjusted_tiny_diffusion_suite/level_c_resource_adjusted_tiny_diffusion_suite.json` reruns 6 resource-adjusted debug gates and passes `6/6`: tiny denoiser training, multi-seed stability, checkpoint reload/eval, ONNX export/inference, latency audit, and video preview. It consolidates parameter count `143491`, validation/test token MSE `0.007219147213891228`/`0.006055245326838027`, ONNX max error `1.7881393432617188e-07`, ONNX reference p95 `0.5516432225704193` ms, and 2 debug previews. This is a unified resource-adjusted debug suite, not paper-scale VAE/diffusion training, not the paper Transformer checkpoint, not TensorRT, not closed-loop Fig. 5/Fig. 6 rollout, and not hardware evidence.
181	requirement	Resource-adjusted tiny diffusion multi-seed audit	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/resource_adjusted_tiny_diffusion_multiseed_audit/level_c_resource_adjusted_tiny_diffusion_multiseed_audit.json` repeats the resource-adjusted tiny denoiser audit over 3 seeds for 80 epochs each and writes JSON/TSV/NPZ statistics. Validation/test token MSE mean/std are `0.00685544651330446`/`6.214080227912959e-05` and `0.0064945946151577505`/`0.00011200788695217837`; validation/test current-action MSE mean/std are `0.008245099355464781`/`0.0007448994513621566` and `0.009321537230231582`/`0.0005786748631468493`; validation/test token reduction vs noisy mean/std are `0.8978161670947907`/`0.002111188888480484` and `0.9032752972188615`/`0.002777241031187853`. This is resource-adjusted debug stability evidence only, not paper multi-seed training/evaluation, not the paper Transformer, not closed-loop rollout, and not Fig. 5/Fig. 6 reproduction.
182	requirement	Resource-adjusted tiny diffusion checkpoint eval	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/resource_adjusted_tiny_diffusion_checkpoint_eval/level_c_resource_adjusted_tiny_diffusion_checkpoint_eval.json` reloads `/mnt/infini-data/test/BeyondMimic/res/runs/level_c_resource_adjusted_tiny_diffusion_static_000_20260617_091500/checkpoint/tiny_resource_adjusted_denoiser.pt`, verifies the checkpoint SHA256 against the training JSON, rebuilds the debug state-latent/action evaluation inputs, and reproduces train/validation/test token/action metrics with max absolute token/action MSE deltas `0.0`/`0.0`. Held-out validation/test token MSE remain below noisy baselines. This proves the tiny checkpoint is reloadable and metric-reproducible, but it is still a debug denoiser checkpoint, not the paper diffusion Transformer, not TensorRT, not closed-loop control, and not Fig. 5/Fig. 6 evidence.
183	requirement	Resource-adjusted tiny diffusion ONNX export/inference	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/resource_adjusted_tiny_diffusion_onnx_export_inference/level_c_resource_adjusted_tiny_diffusion_onnx_export_inference.json` exports the reloadable 143,491-parameter debug tiny denoiser checkpoint to `/mnt/infini-data/test/BeyondMimic/res/level_c/resource_adjusted_tiny_diffusion_onnx_export_inference/resource_adjusted_tiny_denoiser_debug.onnx`, validates it with `onnx.checker`, loads it with `onnx.reference.ReferenceEvaluator`, and compares one validation-window ONNX output against PyTorch with max abs error `1.7881393432617188e-07`. This links debug checkpoint -> ONNX graph -> graph inference, but remains resource-adjusted/debug-only: not the paper Transformer checkpoint, not TensorRT, not asynchronous deployment, not closed-loop guidance/control, and not Fig. 5/Fig. 6 evidence.
184	requirement	Resource-adjusted tiny diffusion latency audit	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/resource_adjusted_tiny_diffusion_latency_audit/level_c_resource_adjusted_tiny_diffusion_latency_audit.json` measures the same debug tiny denoiser validation-window fixture for 100 timed CPU iterations after warmup. PyTorch p95 latency is `0.17619896680116653` ms and ONNX reference-evaluator p95 latency is `0.5360735580325127` ms, both under the paper's 20 ms diffusion budget for this tiny debug graph on this host. This is not TensorRT, not the paper Transformer checkpoint, not RTX 4060 Mobile Mini PC latency, not asynchronous deployment, and not a closed-loop controller benchmark.
185	requirement	Resource-adjusted tiny diffusion video preview	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/resource_adjusted_tiny_diffusion_video_preview/level_c_resource_adjusted_tiny_diffusion_video_preview.json` creates validation/test GIF previews from the tiny denoiser NPZ and writes them to `/mnt/infini-data/test/BeyondMimic/res/runs/level_c_resource_adjusted_tiny_diffusion_static_000_20260617_091500/videos`. Each preview has 21 token frames and shows clean/noisy/predicted state-latent heatmaps; prediction improves over noisy input for the selected validation/test examples. These are offline debug visualizations, not IsaacLab closed-loop videos, not robot videos, not paper Fig. 5/Fig. 6, and they do not make the run a valid full training run.
186	requirement	Paper-state diffusion overfit gate	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/paper_state_overfit_probe/level_c_paper_state_overfit_probe.json` runs the clean-trajectory memorization gate on paper-formula 99-D state windows plus synthetic 32-D latents; noisy baseline loss `0.06703983482819055` falls to `1.830447187210791e-18` with loss reduction ratio `1.0`. `/mnt/infini-data/test/BeyondMimic/res/level_c/vae_latent_diffusion_overfit_probe/level_c_vae_latent_diffusion_overfit_probe.json` repeats the same gate using nonzero tiny-VAE debug latents from `/mnt/infini-data/test/BeyondMimic/reproduction/data/level_c_vae_debug_latents/debug_tiny_vae_state_latent_windows.npz`, with baseline loss `0.06669130873528159` falling to `3.341915582546504e-19`. This proves the local denoising loss path can consume the paper-formula state artifact and nonzero debug VAE latents, not true VAE rollout, full diffusion training, or paper evaluation.
187	requirement	Paper-state held-out debug evaluation	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/paper_state_heldout_eval/level_c_paper_state_heldout_eval.json` trains a non-memorizing ridge baseline on motion-level train split using paper-formula 99-D state windows plus synthetic latents, without token identity features; validation loss falls from `0.06610149404036221` to `0.030197348642920434`, and test loss falls from `0.06511901426400574` to `0.03338779974210115`. `/mnt/infini-data/test/BeyondMimic/res/level_c/vae_latent_heldout_eval/level_c_vae_latent_heldout_eval.json` repeats the held-out baseline with nonzero tiny-VAE debug latents and no token identity basis; validation loss falls from `0.07110373914021167` to `0.007872506845332104`, and test loss falls from `0.06889640177242959` to `0.007374265934471514`. This is a debug held-out baseline, not true VAE rollout latents, a trained diffusion Transformer, or paper evaluation.
188	requirement	Paper-state held-out multi-seed statistics	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/paper_state_heldout_multiseed_audit/level_c_paper_state_heldout_multiseed_audit.json` repeats the non-memorizing paper-state held-out debug baseline over 3 seeds with no token identity basis; validation loss-reduction ratio mean/std is `0.5475202271651117/0.009720682743715466`, and test loss-reduction ratio mean/std is `0.48924922500559204/0.008383799449541141`. `/mnt/infini-data/test/BeyondMimic/res/level_c/vae_latent_heldout_multiseed_audit/level_c_vae_latent_heldout_multiseed_audit.json` repeats the same held-out design using nonzero tiny-VAE debug latents over 3 seeds, with validation loss-reduction ratio mean/std `0.8860020143594977/0.0038682645702139994` and test loss-reduction ratio mean/std `0.8925315111873378/0.0003842527523094619`. This is smoke-level statistics over paper-formula state windows plus nonzero debug VAE latents, including downstream diffusion-to-action multi-seed statistics, not paper multi-seed diffusion training or evaluation.
189	requirement	Level C extended debug suite	complete	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/extended_debug_suite/level_c_extended_debug_suite.json` reruns 10 nontraining Level-C evidence gates and passes `10/10`: state-latent consistency, debug VAE latent artifact, VAE motion-split heldout eval, VAE-latent diffusion overfit, VAE-latent heldout eval, VAE-latent heldout multiseed audit, diffusion-to-VAE action smoke, diffusion-to-VAE action multiseed audit, diffusion-to-VAE action smoothness, and small-dataset heldout multiseed audit. It consolidates 84 state-latent rows, dimensions `99/32/131/29`, nonzero debug latents, heldout reductions, action MSE/smoothness metrics, and multiseed statistics. This is a reproducibility suite for debug evidence, not paper-scale VAE/diffusion training, official checkpoints, Fig. 5/Fig. 6 rollout reproduction, TensorRT deployment, or hardware.
190	requirement	Paper-state Transformer architecture probe	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/paper_state_transformer_arch_probe/level_c_paper_state_transformer_arch_probe.json` instantiates the paper-sized diffusion Transformer on paper-formula 99-D state windows plus synthetic 32-D latents: tau shape `[1,21,131]`, embedding `512`, heads `8`, layers `6`, denoising steps `20`, parameter count `19080323`, clean-trajectory MSE `1.708655595779419`, gradient norm `5.51327657699585`, and CUDA peak memory `386.9970703125` MB. `/mnt/infini-data/test/BeyondMimic/res/level_c/vae_latent_transformer_arch_probe/level_c_vae_latent_transformer_arch_probe.json` repeats the same paper-sized architecture with nonzero tiny-VAE debug latents: tau shape `[1,21,131]`, clean-trajectory MSE `1.5802749395370483`, and gradient norm `6.366533279418945`. This is one forward/backward architecture check, not training, true VAE rollout, or checkpoint reproduction.
191	requirement	Transformer parameter-count audit	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/transformer_parameter_count_audit/level_c_transformer_parameter_count_audit.json` indexes the paper's approximate `~19.8M` Transformer parameter-count statement and compares both local paper-sized probes. The older `213`-D tau variant has `19164373` parameters (`-3.21%` vs 19.8M), and the paper-state `131`-D tau variant has `19080323` parameters (`-3.63%` vs 19.8M). The `84050` parameter difference between local variants is exactly explained by token input/output projection dimensions. This records approximate consistency but not exact checkpoint architecture reproduction.
192	requirement	Independent timestep / task masks	partial	True		Debug-only timestep/mask schedule probe passes for training, history conditioning, and future-keyframe inpainting schedules with `[21,2]` state/latent step tensors; `/mnt/infini-data/test/BeyondMimic/res/level_c/timestep_mask_probe/level_c_timestep_mask_probe.json`; paper-exact deployed task mask policy remains missing
193	requirement	Timestep/mask source coverage audit	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/timestep_mask_coverage_audit/level_c_timestep_mask_coverage_audit.json` separates paper-explicit individual `k_s/k_z` denoising steps, uniform training sampling, and high-level inpainting noise mechanics from the concrete deployed mask/keyframe policy that is not published. It now cross-checks both the older `181`-D fixture mask schedules and the paper-formula `99`-D state-window mask/reverse probe; the remaining gap is paper-exact deployed task policy, trained diffusion behavior, exact reverse coefficients, and rollout metrics.
194	requirement	Paper-state mask/reverse debug probe	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/paper_state_mask_reverse_probe/level_c_paper_state_mask_reverse_probe.json` applies timestep/mask schedules and an oracle reverse loop to paper-formula `99`-D state windows plus synthetic `32`-D latents, producing tau dimension `131`. The future-keyframe mask keeps sparse future state tokens clean, reverse denoising reaches max step `0`, observed tokens clamp with max error `0.0`, and MSE falls from `0.11580444302027998` to `5.232890366443532e-10`. This closes the previous local 99-D artifact gap but is still debug-only, not a trained diffusion Transformer or Fig. 6 reproduction.
195	requirement	Reverse denoising mechanics	partial	True		Debug-only oracle clean-predictor reverse denoising probe passes: MSE decreases from `0.11735366650108521` to `5.253923735449295e-10`, observed/keyframe tokens remain clamped, and independent max steps decrease `19 -> 0`; guided reverse-loop probe reaches step `0`; receding-horizon decoder probe uses only current denoised latent `z_t` to produce the current action; diffusion equation audit verifies DDPM clean-prediction posterior equivalence to the paper's `alpha/gamma/sigma` form with max error `<1e-12`; `/mnt/infini-data/test/BeyondMimic/res/level_c/reverse_denoising_probe/level_c_reverse_denoising_probe.json`; `/mnt/infini-data/test/BeyondMimic/res/level_c/guided_reverse_loop_probe/level_c_guided_reverse_loop_probe.json`; `/mnt/infini-data/test/BeyondMimic/res/level_c/receding_horizon_decoder_probe/level_c_receding_horizon_decoder_probe.json`; `/mnt/infini-data/test/BeyondMimic/res/level_c/diffusion_equation_audit/level_c_diffusion_equation_audit.json`; exact unpublished coefficient schedule, trained network, TensorRT deployment, and rollout metrics remain missing
196	requirement	Smoothness and latency metrics	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/smoothness_latency_audit/level_c_smoothness_latency_audit.json` reports debug trajectory/latent smoothness, schema action delta, guidance-cost reduction, and paper latency-budget checks using existing guided reverse-loop and decoder artifacts. Guided final state second-difference mean norm is `0.027660824669436108`, latent second-difference mean norm is `13.538484354740202`, guidance cost reduction is `3.1454889029143187`, and the paper 20 ms diffusion target uses `0.5` of the 40 ms/25 Hz control period. `/mnt/infini-data/test/BeyondMimic/res/level_c/diffusion_to_vae_action_smoothness_audit/level_c_diffusion_to_vae_action_smoothness_audit.json` adds offline downstream action-sequence smoothness at 25 Hz: validation/test predicted smoothness penalties `0.038083277980476095/0.01579856790234264`, reductions vs noisy-token streams `0.8984023373821292/0.9548695448720198`, action-rate mean norms `14.520518537468638/9.46269689007263`, and action-acceleration mean norms `620.1071585816564/401.59270034038593`. It is not a TensorRT benchmark, trained rollout, or closed-loop action smoothness evaluation.
197	requirement	Diffusion deployment protocol audit	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/deployment_protocol_audit/level_c_deployment_protocol_audit.json` indexes 9 paper deployment claims from `root.tex:589-593` and `method.tex`, including 25 Hz control, 20 ms / 20-step diffusion, asynchronous diffusion thread, TensorRT, RTX 4060 Mobile Mini PC, synchronous CPU VAE decoder, CppAD guidance gradients, proprioceptive state estimation, and mocap context. It cross-checks local debug budget/decoder/guidance evidence and records 5 expected deployment boundaries; it is not a TensorRT/async/CppAD/Mini-PC/live-task reproduction.
198	requirement	Sagittal symmetry mapping audit	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/symmetry_mapping_audit/level_c_symmetry_mapping_audit.json` checks the candidate Unitree G1 sagittal mirror mapping against the official controller joint order, URDF joint names, paper sagittal-symmetry statement, and augmentation double-mirror probe. All 29 action joints are covered by 13 left/right pairs plus 3 center joints, with zero missing controller joints in URDF. This remains candidate evidence because the paper does not publish a definitive G1 sign table; the public-data trainable augmented dataset is tracked separately in `/mnt/infini-data/test/BeyondMimic/res/level_c/lafan1_paper_arch_symmetry_dataset/lafan1_paper_arch_symmetry_dataset_audit.json`.
199	requirement	OU perturbation and sagittal symmetry augmentation	partial	True		Debug-only OU perturbation and candidate sagittal symmetry probe passes with paper OU parameters and double-mirror checks; rollout rejection manifest probe adds paper-window/coverage/accept-reject debug fields over 3 fixtures; `/mnt/infini-data/test/BeyondMimic/res/level_c/augmentation_probe/level_c_augmentation_probe.json`; `/mnt/infini-data/test/BeyondMimic/res/level_c/rollout_rejection_manifest_probe/level_c_rollout_rejection_manifest_probe.json`; public LAFAN1 paper-architecture symmetry augmentation now writes a trainable 4,400-window augmented dataset at `/mnt/infini-data/test/BeyondMimic/res/level_c/lafan1_paper_arch_symmetry_dataset/lafan1_paper_arch_symmetry_augmented_dataset.npz`; VAE rollout perturbation, real episode rejection, official sign table, and with/without-symmetry retraining remain missing.
200	requirement	Guidance cost source coverage audit	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/guidance_cost_coverage_audit/level_c_guidance_cost_coverage_audit.json` separates paper-explicit classifier guidance, joystick, waypoint, SDF, and relaxed-barrier formulas from the keyframe inpainting candidate term. All 5 paper-explicit cost rows have source evidence and nonzero debug gradients; the keyframe formula is explicitly recorded as demonstrated in the paper but not uniquely specified in the local source. Scale sweep and guided reverse-loop checks remain debug-only.
201	requirement	Guidance cost formulas	partial	True		Debug-only autograd probe passes for paper/source joystick, waypoint, SDF relaxed-barrier, composed guidance, and candidate keyframe cost; guided reverse-loop probe connects joystick guidance to the reverse loop; debug scale sweep over `0,0.0005,0.001,0.002,0.005,0.01,0.02` keeps clamps/step convergence and selects scale `0.02` with final cost `1.006958747664373`; task-level formula sweep over 5 tasks x 8 scales records all finite rows, nonzero gradients, and improving positive scales, with best cost deltas including joystick `2.0925944100191884e-05`, waypoint `4.105169410864584e-07`, obstacle `1.2331344537504947`, inpainting `1.6731278190164345e-10`, and composed `1.2331578715416072`; `/mnt/infini-data/test/BeyondMimic/res/level_c/guidance_formula_probe/level_c_guidance_formula_probe.json`; `/mnt/infini-data/test/BeyondMimic/res/level_c/guided_reverse_loop_probe/level_c_guided_reverse_loop_probe.json`; `/mnt/infini-data/test/BeyondMimic/res/level_c/guidance_scale_sweep_probe/level_c_guidance_scale_sweep_probe.json`; `/mnt/infini-data/test/BeyondMimic/res/level_c/guidance_task_scale_sweep/level_c_guidance_task_scale_sweep.json`; `/mnt/infini-data/test/BeyondMimic/res/level_c/guidance_debug_visualization/level_c_guidance_debug_visualization.json` adds debug PNG/SVG/PDF/GIF trajectory visualization for joystick, waypoint, obstacle, inpainting, and composed formula effects with all primary metrics improving; `/mnt/infini-data/test/BeyondMimic/res/level_c/guidance_task_metric_audit/level_c_guidance_task_metric_audit.json` consolidates those five primary metrics and scale-sweep links; paper-exact scale protocol, splits, rollout metrics, required success/failure videos, and Fig. 5/Fig. 6 remain missing
202	requirement	Guidance visual deliverables audit	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/guidance_visual_deliverables_audit/level_c_guidance_visual_deliverables_audit.json` inventories the debug guidance PNG/SVG/PDF/GIF/NPZ/TSV deliverables with SHA256 hashes, links five debug task metrics and 40 scale-sweep rows, confirms all five primary metrics improve, and cross-checks the six Fig. 5/Fig. 6 panels plus six task-level success/failure video requirements as blocked. This is a debug qualitative deliverable audit, not paper Fig. 5/Fig. 6 reproduction, success/failure videos, trained diffusion rollout, closed-loop sim, or hardware.
203	requirement	Fig. 5 / Fig. 6 reproduction	blocked	True		Feasibility audit covers all 6 Fig. 5/6 panels and finds paper-level reproduction blocked by missing trained VAE/diffusion checkpoints, state-latent rollout logs, closed-loop joystick/inpainting/obstacle execution logs, and released Fig.5/Fig.6 data; debug mechanism probes exist but are not paper reproduction; `/mnt/infini-data/test/BeyondMimic/res/level_c/fig5_fig6_feasibility_audit/level_c_fig5_fig6_feasibility_audit.json`
204	requirement	Official csv-loop decoded-action IsaacLab rollout probe	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/official_csv_loop_guided_action_rollout_probe/tracking_g1_official_csv_loop_guided_action_rollout_probe.json` executes one 21-step decoded local VAE action sample for base/guided/teacher variants inside the resource-adjusted official-csv-loop `Tracking-Flat-G1-v0` task on GPU 4, records reward/done/action/body-error traces, and writes `/mnt/infini-data/test/BeyondMimic/res/level_c/official_csv_loop_guided_action_rollout_probe/official_csv_loop_guided_action_rollout_probe_metrics.png`. It validates the action-to-sim bridge but is not receding-horizon diffusion guidance, not Fig. 5/Fig. 6 reproduction, not real robot evidence, and records a negative result because base/guided decoded actions are numerically identical in this sample.
205	requirement	Official csv-loop action-guidance closed-loop rollout eval	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/official_csv_loop_action_guidance_rollout_eval/level_c_official_csv_loop_action_guidance_rollout_eval.json` runs 299-step teacher, VAE-base, and teacher-consistency action-guided variants in the local resource-adjusted `Tracking-Flat-G1-v0` task. The guided action is `a_guided = a_vae + 0.35 * (a_teacher - a_vae)`. It records action-guided reward mean `0.02557246644286607`, target-body error mean `0.07946009188890457`, guided-vs-teacher action MSE mean `0.001721034897277194`, and local MP4/keyframe/metric assets under `/mnt/infini-data/test/BeyondMimic/res/visualization/official_csv_loop_action_guidance_rollout/`. This is a useful closed-loop bridge after the earlier negative decoded-action probe, but it is action-space teacher-consistency guidance, not the paper's receding-horizon latent diffusion controller, not official Fig. 5/Fig. 6 evidence, and not real robot evidence.
